"AwayTeam","HomeTeam","AwayP","HomeP","Time","Surface","AwayOdds","HomeOdds","Winner","Rundiff","HomeWin","ARk","ALg","AG","AW","AL","AW.L.","AStrk","AR","ARA","ARdiff","ASOS","ASRS","ApythWL","ALuck","AInter","AHome","ARoad","AExInn","A1Run","AvRHP","AvLHP","Aabv500","Abel500","Alast10","Alast20","Alast30","AGB","ADAY","ANIGHT","AGRASS","ATURF","AExWL","ALuckperG","AOneRunPct","ADAYpct","ADAYdiff","ANIGHTpct","ANIGHTdiff","AInterpct","AInterdiff","AHomepct","AHomediff","ARoadpct","ARoaddiff","AExInnpct","AExInndiff","A1Runpct","A1Rundiff","AvRHPpct","AvRHPdiff","AvLHPpct","AvLHPdiff","Aabv500pct","Aabv500diff","Abel500pct","Abel500diff","Alast10pct","Alast10diff","Alast20pct","Alast20diff","Alast30pct","Alast30diff","AGRASSpct","AGRASSdiff","ATURFpct","ATURFdiff","HRk","HLg","HG","HW","HL","HW.L.","HStrk","HR","HRA","HRdiff","HSOS","HSRS","HpythWL","HLuck","HInter","HHome","HRoad","HExInn","H1Run","HvRHP","HvLHP","Habv500","Hbel500","Hlast10","Hlast20","Hlast30","HGB","HDAY","HNIGHT","HGRASS","HTURF","HExWL","HLuckperG","HOneRunPct","HDAYpct","HDAYdiff","HNIGHTpct","HNIGHTdiff","HInterpct","HInterdiff","HHomepct","HHomediff","HRoadpct","HRoaddiff","HExInnpct","HExInndiff","H1Runpct","H1Rundiff","HvRHPpct","HvRHPdiff","HvLHPpct","HvLHPdiff","Habv500pct","Habv500diff","Hbel500pct","Hbel500diff","Hlast10pct","Hlast10diff","Hlast20pct","Hlast20diff","Hlast30pct","Hlast30diff","HGRASSpct","HGRASSdiff","HTURFpct","HTURFdiff","AB.GP","AB.W","AB.L","AB.ERA","AB.IP","AB.ER","AB.R","AB.BB","AB.SO","AB.BAA","AB.IperG","HB.GP","HB.W","HB.L","HB.ERA","HB.IP","HB.ER","HB.R","HB.BB","HB.SO","HB.BAA","HB.IperG","AP.Age","AP.W","AP.L","AP.W.L.","AP.ERA","AP.G","AP.GS","AP.GF","AP.CG","AP.SHO","AP.SV","AP.IP","AP.H","AP.R","AP.ER","AP.HR","AP.BB","AP.IBB","AP.SO","AP.HBP","AP.BK","AP.WP","AP.BF","AP.ERA.","AP.FIP","AP.WHIP","AP.H9","AP.HR9","AP.BB9","AP.SO9","AP.SO.W","AP.lefty","AP.IPG","AP.WtERA","HP.Age","HP.W","HP.L","HP.W.L.","HP.ERA","HP.G","HP.GS","HP.GF","HP.CG","HP.SHO","HP.SV","HP.IP","HP.H","HP.R","HP.ER","HP.HR","HP.BB","HP.IBB","HP.SO","HP.HBP","HP.BK","HP.WP","HP.BF","HP.ERA.","HP.FIP","HP.WHIP","HP.H9","HP.HR9","HP.BB9","HP.SO9","HP.SO.W","HP.lefty","HP.IPG","HP.WtERA"
"MIN","CLE","Ervin Santana","Carlos Carrasco","Day","Grass",240,-280,"CLE",3,TRUE,10,"AL",158,83,75,0.525,-1,5.1,4.9,0.2,0.1,0.2,"81-77",2,"13-7","39-39","44-36","3-3","15-17","58-52","25-23","20-30","63-45","6-4","12-8","17-13",18.5,"27-33","56-42","80-72","3-3","81-77",0.013,0.203,0.45,-0.075,0.571,0.0459999999999999,0.65,0.125,0.5,-0.025,0.55,0.025,0.5,-0.025,0.469,-0.056,0.527,0.002,0.521,-0.004,0.4,-0.125,0.583,0.0579999999999999,0.6,0.075,0.6,0.075,0.567,0.0419999999999999,0.526,0.001,0.5,-0.025,2,"AL",158,99,59,0.627,1,5.1,3.5,1.5,-0.1,1.5,"104-54",-5,"6-14","46-31","53-28","4-2","20-14","63-35","36-24","26-22","73-37","8-2","17-3","27-3",2.5,"38-17","61-42","95-56","4-3","106-52",-0.032,0.215,0.691,0.0639999999999999,0.592,-0.035,0.3,-0.327,0.597,-0.03,0.654,0.027,0.667,0.04,0.588,-0.039,0.643,0.016,0.6,-0.027,0.542,-0.085,0.664,0.037,0.8,0.173,0.85,0.223,0.9,0.273,0.629,0.002,0.571,-0.056,152,23,19,4.45,550.2,272,292,185,464,0.262,3.48227848101266,151,21,21,2.9,478,154,172,146,531,0.227,3.0253164556962,34,16,8,0.667,3.36,32,32,0,5,3,0,206.1,173,85,77,31,61,2,166,8,1,12,846,132,4.5,1.134,7.5,1.4,2.7,7.2,2.72,FALSE,6.440625,3.68507332649105,30,17,6,0.739,3.43,31,31,0,1,0,0,191.2,167,73,73,21,45,2,212,10,0,9,767,135,3.23,1.106,7.8,1,2.1,10,4.71,FALSE,6.16774193548387,3.26163244256915
"CIN","MIL","Sal Romano","Brent Suter","Day","Grass",142,-152,"MIL",1,TRUE,26,"NL",158,67,91,0.424,1,4.7,5.4,-0.7,0,-0.7,"69-89",-2,"5-15","39-42","28-49","3-7","13-20","59-65","8-26","33-57","34-34","3-7","8-12","13-17",34.5,"25-33","42-58","66-86","1-5","68-90",-0.013,0.209,0.431,0.00700000000000001,0.42,-0.004,0.25,-0.174,0.481,0.057,0.364,-0.06,0.3,-0.124,0.394,-0.03,0.476,0.052,0.235,-0.189,0.367,-0.057,0.5,0.076,0.3,-0.124,0.4,-0.024,0.433,0.00900000000000001,0.434,0.01,0.167,-0.257,11,"NL",158,83,75,0.525,-1,4.5,4.3,0.2,-0.1,0.1,"82-76",1,"11-9","43-37","40-38","5-11","24-21","66-58","17-17","35-37","48-38","5-5","11-9","17-13",18.5,"30-29","53-46","79-74","4-1","82-76",0.006,0.285,0.508,-0.017,0.535,0.01,0.55,0.025,0.538,0.013,0.513,-0.012,0.312,-0.213,0.533,0.00800000000000001,0.532,0.00700000000000001,0.5,-0.025,0.486,-0.039,0.558,0.033,0.5,-0.025,0.55,0.025,0.567,0.0419999999999999,0.516,-0.00900000000000001,0.8,0.275,156,24,20,4.62,596.2,306,323,271,577,0.248,3.77341772151899,157,26,35,3.83,559,238,259,263,599,0.24,3.5379746835443,23,5,7,0.417,4.43,15,15,0,0,0,0,81.1,84,45,40,9,35,2,66,3,0,5,358,99,4.37,1.463,9.3,1,3.9,7.3,1.89,FALSE,5.40666666666667,4.50680970464135,27,3,2,0.6,3.29,21,13,1,0,0,0,76.2,76,30,28,7,21,2,60,2,0,1,319,134,3.68,1.265,8.9,0.8,2.5,7,2.86,TRUE,3.62857142857143,3.58172814948764
"TBR","NYY","Jake Faria","Sonny Gray","Night","Grass",175,-190,"TBR",-3,FALSE,16,"AL",158,76,82,0.481,-3,4.2,4.4,-0.2,0.2,0.1,"76-82",0,"11-9","39-39","37-43","8-6","20-24","58-53","18-29","30-37","46-45","4-6","8-12","14-16",25.5,"26-30","50-52","35-39","41-43","76-82",0,0.278,0.464,-0.017,0.49,0.00900000000000001,0.55,0.0690000000000001,0.5,0.019,0.462,-0.019,0.571,0.09,0.455,-0.026,0.523,0.042,0.383,-0.098,0.448,-0.033,0.505,0.024,0.4,-0.081,0.4,-0.081,0.467,-0.014,0.473,-0.00800000000000001,0.488,0.00700000000000001,8,"AL",158,89,69,0.563,3,5.3,4.1,1.2,0.1,1.3,"98-60",-9,"15-5","49-28","40-41","5-6","17-25","65-47","24-22","26-22","63-47","7-3","15-5","20-10",12.5,"33-26","56-43","83-59","6-10","99-59",-0.057,0.266,0.559,-0.00399999999999989,0.566,0.003,0.75,0.187,0.636,0.0730000000000001,0.494,-0.069,0.455,-0.108,0.405,-0.158,0.58,0.017,0.522,-0.0409999999999999,0.542,-0.0209999999999999,0.573,0.01,0.7,0.137,0.75,0.187,0.667,0.104,0.585,0.022,0.375,-0.188,158,26,31,3.85,528.2,226,245,197,489,0.237,3.34303797468354,156,29,23,3.34,525,195,209,218,637,0.206,3.32278481012658,23,5,4,0.556,3.33,15,13,1,0,0,0,83.2,67,32,31,9,29,0,82,5,0,6,343,126,3.81,1.147,7.2,1,3.1,8.8,2.83,FALSE,5.54666666666667,3.52775575350315,27,10,11,0.476,3.31,26,26,0,1,0,0,157.2,133,73,58,17,52,1,151,3,0,10,654,133,3.69,1.173,7.6,1,3,8.6,2.9,FALSE,6.04615384615385,3.32004450796243
"PIT","WSN","Ivan Nova","Edwin Jackson","Night","Grass",134,-144,"WSN",1,TRUE,21,"NL",158,73,85,0.462,4,4.1,4.5,-0.4,-0.1,-0.5,"72-86",1,"10-10","44-37","29-48","8-9","20-23","57-61","16-24","38-48","35-37","5-5","7-13","12-18",28.5,"28-22","45-63","72-83","1-2","72-86",0.006,0.272,0.56,0.098,0.417,-0.045,0.5,0.038,0.543,0.081,0.377,-0.085,0.471,0.00899999999999995,0.465,0.003,0.483,0.021,0.4,-0.062,0.442,-0.02,0.486,0.024,0.5,0.038,0.35,-0.112,0.4,-0.062,0.465,0.003,0.333,-0.129,4,"NL",158,95,63,0.601,-2,5.1,4.1,0.9,-0.3,0.6,"94-64",1,"10-10","45-32","50-31","7-4","29-21","73-49","22-14","23-19","72-44","6-4","11-9","18-12",6.5,"27-29","68-34","95-63","0-0","95-63",0.006,0.316,0.482,-0.119,0.667,0.0660000000000001,0.5,-0.101,0.584,-0.017,0.617,0.016,0.636,0.035,0.58,-0.021,0.598,-0.003,0.611,0.01,0.548,-0.0529999999999999,0.621,0.02,0.6,-0.001,0.55,-0.0509999999999999,0.6,-0.001,0.601,0,NA,NA,156,25,27,3.82,528.1,224,244,204,479,0.247,3.34240506329114,155,24,17,4.31,459,220,232,156,430,0.254,2.90506329113924,30,11,14,0.44,4.14,30,30,0,2,1,0,185,199,95,85,29,35,2,129,7,0,7,774,104,4.48,1.265,9.7,1.4,1.7,6.3,3.69,FALSE,6.16666666666667,4.03667349809122,33,5,6,0.455,5.4,15,12,0,0,0,0,70,82,51,42,20,27,2,53,0,0,2,316,83,6.51,1.557,10.5,2.6,3.5,6.8,1.96,FALSE,4.66666666666667,4.9260614710019
"ATL","MIA","Julio Teheran","Dillon Peters","Night","Grass",-103,-107,"MIA",6,TRUE,23,"NL",158,71,87,0.449,-3,4.5,5,-0.5,-0.2,-0.7,"72-86",-1,"9-11","37-44","34-43","6-8","19-23","56-73","15-14","25-37","46-50","4-6","10-10","14-16",30.5,"21-28","50-59","69-87","2-0","71-87",-0.006,0.266,0.429,-0.02,0.459,0.01,0.45,0.001,0.457,0.00800000000000001,0.442,-0.00700000000000001,0.429,-0.02,0.452,0.003,0.434,-0.015,0.517,0.068,0.403,-0.046,0.479,0.03,0.4,-0.049,0.5,0.051,0.467,0.018,0.442,-0.00700000000000001,1,0.551,20,"NL",158,74,84,0.468,-2,4.7,5.1,-0.4,-0.2,-0.5,"74-84",0,"9-11","40-37","34-47","6-5","17-22","62-64","12-20","22-40","52-44","5-5","7-13","9-21",27.5,"23-24","51-60","73-83","1-1","73-85",0,0.247,0.489,0.021,0.459,-0.00900000000000001,0.45,-0.018,0.519,0.051,0.42,-0.048,0.545,0.077,0.436,-0.032,0.492,0.024,0.375,-0.093,0.355,-0.113,0.542,0.074,0.5,0.032,0.35,-0.118,0.3,-0.168,0.468,0,0.5,0.032,158,25,17,4.57,512.1,260,280,221,485,0.243,3.24113924050633,157,29,29,4.42,596.2,293,314,267,548,0.26,3.77341772151899,26,11,12,0.478,4.39,31,31,0,0,0,0,182.1,178,98,89,30,69,3,148,7,0,5,784,97,4.92,1.355,8.8,1.5,3.4,7.3,2.14,FALSE,5.8741935483871,4.45283649789029,24,0,2,0,6.31,5,5,0,0,0,0,25.2,30,18,18,3,15,1,23,2,0,3,117,66,4.87,1.753,10.5,1.1,5.3,8.1,1.53,TRUE,5.04,5.49799113924051
"HOU","BOS","Brad Peacock","Eduardo Rodriguez","Night","Grass",-105,-105,"HOU",-10,FALSE,3,"AL",158,98,60,0.62,3,5.5,4.3,1.2,0,1.2,"96-62",2,"15-5","48-33","50-27","4-4","17-13","78-37","20-23","15-14","83-46","8-2","13-7","20-10",3.5,"32-15","66-45","93-55","5-5","98-60",0.013,0.19,0.681,0.0610000000000001,0.595,-0.025,0.75,0.13,0.593,-0.027,0.649,0.029,0.5,-0.12,0.567,-0.053,0.678,0.0580000000000001,0.465,-0.155,0.517,-0.103,0.643,0.023,0.8,0.18,0.65,0.03,0.667,0.047,0.628,0.00800000000000001,0.5,-0.12,5,"AL",158,92,66,0.582,1,4.9,4.1,0.8,0.1,0.9,"92-66",0,"16-4","47-30","45-36","15-3","22-17","74-47","18-19","26-20","66-46","7-3","15-5","19-11",9.5,"25-22","67-44","79-61","13-5","93-65",0,0.247,0.532,-0.0499999999999999,0.604,0.022,0.8,0.218,0.61,0.028,0.556,-0.0259999999999999,0.833,0.251,0.564,-0.018,0.612,0.03,0.486,-0.096,0.565,-0.017,0.589,0.00700000000000001,0.7,0.118,0.75,0.168,0.633,0.051,0.564,-0.018,0.722,0.14,157,30,22,4.36,532,258,271,206,644,0.236,3.36708860759494,153,29,14,3.04,512,173,185,169,556,0.224,3.24050632911392,29,12,2,0.857,2.98,33,20,7,0,0,0,127,96,44,42,9,56,0,159,3,1,6,525,133,2.97,1.197,6.8,0.6,4,11.3,2.84,FALSE,3.84848484848485,3.71517657588544,24,6,6,0.5,3.91,24,23,1,0,0,0,135.2,120,61,59,18,48,1,148,5,1,1,569,116,3.87,1.238,8,1.2,3.2,9.8,3.08,TRUE,5.63333333333333,3.58673332328712
"CHC","STL","Kyle Hendricks","Lance Lynn","Night","Grass",180,-200,"CHC",-1,FALSE,7,"NL",158,89,69,0.563,1,5.1,4.3,0.7,-0.2,0.6,"90-68",-1,"12-8","46-32","43-37","6-3","24-17","68-55","21-14","34-35","55-34","7-3","14-6","20-10",12.5,"36-35","53-34","88-68","1-1","91-67",-0.006,0.259,0.507,-0.0559999999999999,0.609,0.046,0.6,0.037,0.59,0.027,0.538,-0.0249999999999999,0.667,0.104,0.585,0.022,0.553,-0.0099999999999999,0.6,0.037,0.493,-0.07,0.618,0.055,0.7,0.137,0.7,0.137,0.667,0.104,0.564,0.001,0.5,-0.0629999999999999,12,"NL",158,82,76,0.519,-1,4.7,4.3,0.4,-0.1,0.3,"85-73",-3,"8-12","43-34","39-42","5-8","23-28","63-60","19-16","26-41","56-35","5-5","11-9","18-12",19.5,"25-27","57-49","82-76","0-0","86-72",-0.019,0.323,0.481,-0.038,0.538,0.019,0.4,-0.119,0.558,0.039,0.481,-0.038,0.385,-0.134,0.451,-0.068,0.512,-0.00700000000000001,0.543,0.024,0.388,-0.131,0.615,0.096,0.5,-0.019,0.55,0.031,0.6,0.081,0.519,0,NA,NA,156,26,22,3.88,538.2,232,248,256,594,0.224,3.40632911392405,155,21,28,3.88,512.2,221,239,178,511,0.249,3.24177215189873,27,7,5,0.583,3.14,23,23,0,0,0,0,134.2,122,49,47,17,39,1,114,2,0,0,551,139,4.02,1.196,8.2,1.1,2.6,7.6,2.92,FALSE,5.83478260869565,3.40379134016476,30,11,8,0.579,3.47,32,32,0,0,0,0,181.1,148,79,70,26,74,5,148,10,0,2,754,123,4.78,1.224,7.3,1.3,3.7,7.3,2,FALSE,5.659375,3.62157547420839
"OAK","TEX","Sean Manaea","Miguel Gonzalez","Night","Grass",-115,105,"OAK",-3,FALSE,22,"AL",158,73,85,0.462,1,4.6,5.1,-0.6,0.2,-0.4,"71-87",2,"7-13","46-35","27-50","4-9","21-21","55-60","18-25","24-25","49-60","8-2","15-5","17-13",28.5,"34-27","39-58","72-78","1-7","70-88",0.013,0.266,0.557,0.095,0.402,-0.06,0.35,-0.112,0.568,0.106,0.351,-0.111,0.308,-0.154,0.5,0.038,0.478,0.016,0.419,-0.043,0.49,0.028,0.45,-0.012,0.8,0.338,0.75,0.288,0.567,0.105,0.48,0.018,0.125,-0.337,17,"AL",158,76,82,0.481,-6,5,5.1,-0.1,0.1,0,"77-81",-1,"14-6","39-38","37-44","5-5","13-24","54-65","22-17","18-30","58-52","4-6","6-14","12-18",25.5,"20-22","56-60","70-79","6-3","77-81",-0.006,0.234,0.476,-0.005,0.483,0.002,0.7,0.219,0.506,0.025,0.457,-0.024,0.5,0.019,0.351,-0.13,0.454,-0.027,0.564,0.083,0.375,-0.106,0.527,0.046,0.4,-0.081,0.3,-0.181,0.4,-0.081,0.47,-0.011,0.667,0.186,157,23,26,4.58,539,274,297,199,512,0.248,3.41139240506329,156,22,25,4.81,501,268,299,223,452,0.269,3.17088607594937,25,11,10,0.524,4.56,28,28,0,0,0,0,152,164,87,77,18,52,1,134,8,0,8,664,94,4.12,1.421,9.7,1.1,3.1,7.9,2.58,TRUE,5.42857142857143,4.56788262370541,33,8,12,0.4,4.62,26,26,0,0,0,0,150,162,85,77,21,54,2,95,6,0,1,661,94,4.91,1.44,9.7,1.3,3.2,5.7,1.76,FALSE,5.76923076923077,4.68800122498979
"LAA","CHW","Bud Norris","Dylan Covey","Night","Grass",-120,110,"CHW",1,TRUE,13,"AL",158,78,80,0.494,-1,4.4,4.4,0,0.1,0.1,"79-79",-1,"11-9","41-37","37-43","8-7","26-21","56-57","22-23","21-31","57-49","2-8","7-13","13-17",23.5,"18-24","60-56","74-77","4-3","79-79",-0.006,0.297,0.429,-0.065,0.517,0.023,0.55,0.056,0.526,0.032,0.462,-0.032,0.533,0.039,0.553,0.0590000000000001,0.496,0.002,0.489,-0.005,0.404,-0.09,0.538,0.044,0.2,-0.294,0.35,-0.144,0.433,-0.061,0.49,-0.004,0.571,0.077,27,"AL",158,65,93,0.411,1,4.4,5.1,-0.7,0.2,-0.5,"69-89",-4,"6-14","38-42","27-51","5-5","19-23","45-67","20-26","22-47","43-46","5-5","11-9","14-16",36.5,"26-28","39-65","62-90","3-3","68-90",-0.025,0.266,0.481,0.07,0.375,-0.036,0.3,-0.111,0.475,0.064,0.346,-0.065,0.5,0.089,0.452,0.041,0.402,-0.00899999999999995,0.435,0.024,0.319,-0.092,0.483,0.072,0.5,0.089,0.55,0.139,0.467,0.056,0.408,-0.003,0.5,0.089,157,35,22,3.82,554,235,247,163,585,0.238,3.50632911392405,158,28,20,4.4,533.2,261,275,233,498,0.245,3.3746835443038,32,2,6,0.25,4.42,59,2,35,0,0,19,59,54,29,29,8,25,3,70,3,0,6,255,96,3.97,1.339,8.2,1.2,3.8,10.7,2.8,FALSE,1,4.10065099457504,25,0,7,0,7.83,17,11,4,0,0,0,64.1,79,56,56,19,32,0,36,1,1,6,286,55,7.41,1.725,11.1,2.7,4.5,5,1.13,FALSE,3.77058823529412,6.05790605092248
"DET","KCR","Daniel Norris","Danny Duffy","Night","Grass",180,-200,"DET",-3,FALSE,29,"AL",158,62,96,0.392,-9,4.6,5.6,-1,0.2,-0.8,"65-93",-3,"8-12","34-47","28-49","1-4","16-23","42-74","20-22","27-38","35-58","1-9","3-17","6-24",39.5,"27-30","35-66","61-91","1-5","64-94",-0.019,0.247,0.474,0.082,0.347,-0.045,0.4,0.00800000000000001,0.42,0.028,0.364,-0.028,0.2,-0.192,0.41,0.018,0.362,-0.03,0.476,0.084,0.415,0.023,0.376,-0.016,0.1,-0.292,0.15,-0.242,0.2,-0.192,0.401,0.00900000000000001,0.167,-0.225,14,"AL",158,78,80,0.494,2,4.4,4.9,-0.5,0.2,-0.3,"72-86",6,"7-10","41-36","37-44","4-7","23-16","60-59","18-21","27-41","51-39","5-5","9-11","14-16",23.5,"27-26","51-54","73-78","5-2","71-87",0.038,0.247,0.509,0.015,0.486,-0.00800000000000001,0.412,-0.082,0.532,0.038,0.457,-0.037,0.364,-0.13,0.59,0.096,0.504,0.01,0.462,-0.032,0.397,-0.097,0.567,0.073,0.5,0.00600000000000001,0.45,-0.044,0.467,-0.027,0.483,-0.011,0.714,0.22,156,17,28,5.7,514.2,326,345,235,454,0.285,3.25443037974684,157,28,24,4.26,553.2,262,288,237,490,0.254,3.50126582278481,24,4,8,0.333,5.59,21,17,1,0,0,0,96.2,118,64,60,12,44,3,85,3,0,1,444,81,4.47,1.676,11,1.1,4.1,7.9,1.93,TRUE,4.58095238095238,5.64077553412364,28,9,9,0.5,3.68,23,23,0,0,0,0,142,137,63,58,13,38,0,126,4,2,2,588,122,3.46,1.232,8.7,0.8,2.4,8,3.32,TRUE,6.17391304347826,3.86989551938919
