"AwayTeam","HomeTeam","AwayP","HomeP","Time","Surface","AwayOdds","HomeOdds","Winner","Rundiff","HomeWin","ARk","ALg","AG","AW","AL","AW.L.","AStrk","AR","ARA","ARdiff","ASOS","ASRS","ApythWL","ALuck","AInter","AHome","ARoad","AExInn","A1Run","AvRHP","AvLHP","Aabv500","Abel500","Alast10","Alast20","Alast30","AGB","ADAY","ANIGHT","AGRASS","ATURF","AExWL","ALuckperG","AOneRunPct","ADAYpct","ADAYdiff","ANIGHTpct","ANIGHTdiff","AInterpct","AInterdiff","AHomepct","AHomediff","ARoadpct","ARoaddiff","AExInnpct","AExInndiff","A1Runpct","A1Rundiff","AvRHPpct","AvRHPdiff","AvLHPpct","AvLHPdiff","Aabv500pct","Aabv500diff","Abel500pct","Abel500diff","Alast10pct","Alast10diff","Alast20pct","Alast20diff","Alast30pct","Alast30diff","AGRASSpct","AGRASSdiff","ATURFpct","ATURFdiff","HRk","HLg","HG","HW","HL","HW.L.","HStrk","HR","HRA","HRdiff","HSOS","HSRS","HpythWL","HLuck","HInter","HHome","HRoad","HExInn","H1Run","HvRHP","HvLHP","Habv500","Hbel500","Hlast10","Hlast20","Hlast30","HGB","HDAY","HNIGHT","HGRASS","HTURF","HExWL","HLuckperG","HOneRunPct","HDAYpct","HDAYdiff","HNIGHTpct","HNIGHTdiff","HInterpct","HInterdiff","HHomepct","HHomediff","HRoadpct","HRoaddiff","HExInnpct","HExInndiff","H1Runpct","H1Rundiff","HvRHPpct","HvRHPdiff","HvLHPpct","HvLHPdiff","Habv500pct","Habv500diff","Hbel500pct","Hbel500diff","Hlast10pct","Hlast10diff","Hlast20pct","Hlast20diff","Hlast30pct","Hlast30diff","HGRASSpct","HGRASSdiff","HTURFpct","HTURFdiff","AB.GP","AB.W","AB.L","AB.ERA","AB.IP","AB.ER","AB.R","AB.BB","AB.SO","AB.BAA","AB.IperG","HB.GP","HB.W","HB.L","HB.ERA","HB.IP","HB.ER","HB.R","HB.BB","HB.SO","HB.BAA","HB.IperG","AP.Age","AP.W","AP.L","AP.W.L.","AP.ERA","AP.G","AP.GS","AP.GF","AP.CG","AP.SHO","AP.SV","AP.IP","AP.H","AP.R","AP.ER","AP.HR","AP.BB","AP.IBB","AP.SO","AP.HBP","AP.BK","AP.WP","AP.BF","AP.ERA.","AP.FIP","AP.WHIP","AP.H9","AP.HR9","AP.BB9","AP.SO9","AP.SO.W","AP.lefty","AP.IPG","AP.WtERA","HP.Age","HP.W","HP.L","HP.W.L.","HP.ERA","HP.G","HP.GS","HP.GF","HP.CG","HP.SHO","HP.SV","HP.IP","HP.H","HP.R","HP.ER","HP.HR","HP.BB","HP.IBB","HP.SO","HP.HBP","HP.BK","HP.WP","HP.BF","HP.ERA.","HP.FIP","HP.WHIP","HP.H9","HP.HR9","HP.BB9","HP.SO9","HP.SO.W","HP.lefty","HP.IPG","HP.WtERA"
"HOU","BOS","Lance McCullers","Drew Pomeranz","Day","Grass",-108,-102,"BOS",3,TRUE,3,"AL",160,100,60,0.625,5,5.6,4.3,1.2,0,1.2,"98-62",2,"15-5","48-33","52-27","4-4","18-13","79-37","21-23","17-14","83-46","8-2","14-6","21-9",2,"33-15","67-45","95-55","5-5","100-60",0.012,0.194,0.688,0.0629999999999999,0.598,-0.027,0.75,0.125,0.593,-0.032,0.658,0.033,0.5,-0.125,0.581,-0.044,0.681,0.056,0.477,-0.148,0.548,-0.077,0.643,0.018,0.8,0.175,0.7,0.075,0.7,0.075,0.633,0.00800000000000001,0.5,-0.125,5,"AL",160,92,68,0.575,-2,4.9,4.1,0.7,0.1,0.8,"92-68",0,"16-4","47-32","45-36","15-3","22-18","74-49","18-19","26-22","66-46","6-4","13-7","19-11",10,"24-23","68-45","79-63","13-5","93-67",0,0.25,0.511,-0.0639999999999999,0.602,0.027,0.8,0.225,0.595,0.02,0.556,-0.0189999999999999,0.833,0.258,0.55,-0.0249999999999999,0.602,0.027,0.486,-0.089,0.542,-0.0329999999999999,0.589,0.014,0.6,0.025,0.65,0.0750000000000001,0.633,0.0580000000000001,0.556,-0.0189999999999999,0.722,0.147,159,30,22,4.3,539.2,258,271,211,652,0.234,3.37,155,29,14,3.1,523,180,192,175,567,0.225,3.26875,23,7,3,0.7,4.01,21,21,0,0,0,0,114.1,108,56,51,8,38,1,126,11,1,7,491,98,3.14,1.277,8.5,0.6,3,9.9,3.32,FALSE,5.43333333333333,4.12370726495726,28,16,6,0.727,3.38,31,31,0,0,0,0,167.2,163,68,63,19,67,0,171,4,0,6,719,135,3.86,1.372,8.7,1,3.6,9.2,2.55,TRUE,5.39354838709677,3.26925848765432
"TOR","NYY","Marcus Stroman","CC Sabathia","Day","Grass",145,-155,"NYY",1,TRUE,20,"AL",160,75,85,0.469,-2,4.3,4.9,-0.6,0.2,-0.3,"71-89",4,"9-11","42-39","33-46","5-14","25-26","58-62","17-23","26-40","49-45","5-5","11-9","14-16",27,"30-28","45-57","29-40","46-45","70-90",0.025,0.319,0.517,0.048,0.441,-0.028,0.45,-0.019,0.519,0.05,0.418,-0.051,0.263,-0.206,0.49,0.021,0.483,0.014,0.425,-0.044,0.394,-0.075,0.521,0.052,0.5,0.031,0.55,0.0810000000000001,0.467,-0.00199999999999995,0.42,-0.049,0.505,0.036,8,"AL",160,90,70,0.562,1,5.3,4.1,1.2,0.1,1.3,"99-61",-9,"15-5","50-29","40-41","5-6","17-25","66-48","24-22","26-22","64-48","7-3","15-5","20-10",12,"33-26","57-44","84-60","6-10","101-59",-0.056,0.262,0.559,-0.003,0.564,0.00199999999999989,0.75,0.188,0.633,0.071,0.494,-0.0680000000000001,0.455,-0.107,0.405,-0.157,0.579,0.0169999999999999,0.522,-0.04,0.542,-0.02,0.571,0.0089999999999999,0.7,0.138,0.75,0.188,0.667,0.105,0.583,0.0209999999999999,0.375,-0.187,158,28,26,4.25,588.2,278,300,208,625,0.241,3.67625,158,29,23,3.35,531.1,198,212,222,644,0.205,3.319375,26,13,8,0.619,3.06,32,32,0,2,0,0,197,195,80,67,20,61,1,162,6,1,2,817,151,3.85,1.299,8.9,0.9,2.8,7.4,2.66,FALSE,6.15625,3.45088194444444,36,13,5,0.722,3.84,26,26,0,0,0,0,143,135,64,61,21,50,1,114,5,0,5,604,119,4.62,1.294,8.5,1.3,3.1,7.2,2.28,TRUE,5.5,3.65103057795699
"CIN","CHC","Jackson Stephens","Jon Lester","Day","Grass",175,-190,"CHC",9,TRUE,26,"NL",160,67,93,0.419,-2,4.7,5.4,-0.7,0,-0.7,"70-90",-3,"5-15","39-42","28-51","3-7","13-22","59-65","8-28","33-59","34-34","1-9","6-14","12-18",35,"24-35","43-58","66-88","1-5","69-91",-0.019,0.219,0.407,-0.012,0.426,0.00700000000000001,0.25,-0.169,0.481,0.062,0.354,-0.065,0.3,-0.119,0.371,-0.048,0.476,0.057,0.222,-0.197,0.359,-0.06,0.5,0.081,0.1,-0.319,0.3,-0.119,0.4,-0.019,0.429,0.01,0.167,-0.252,7,"NL",160,91,69,0.569,3,5.1,4.3,0.8,-0.2,0.6,"92-68",-1,"12-8","47-32","44-37","7-3","26-17","70-55","21-14","35-35","56-34","7-3","14-6","21-9",11,"36-35","55-34","90-68","1-1","93-67",-0.006,0.269,0.507,-0.0619999999999999,0.618,0.049,0.6,0.031,0.595,0.026,0.543,-0.0259999999999999,0.7,0.131,0.605,0.036,0.56,-0.0089999999999999,0.6,0.031,0.5,-0.069,0.622,0.053,0.7,0.131,0.7,0.131,0.7,0.131,0.57,0.001,0.5,-0.069,158,24,21,4.62,602,309,326,275,584,0.248,3.7625,158,28,22,3.82,549,233,249,262,605,0.222,3.43125,23,2,0,1,3.86,6,3,1,0,0,0,21,15,9,9,5,6,0,16,1,0,0,83,115,5.72,1,6.4,2.1,2.6,6.9,2.67,FALSE,3.5,4.23274305555556,33,12,8,0.6,4.46,31,31,0,1,0,0,175.2,175,101,87,26,60,3,173,4,0,3,745,98,4.2,1.338,9,1.3,3.1,8.9,2.88,TRUE,5.65161290322581,4.22107407407407
"SDP","SFG","Jhoulys Chacin","Matt Cain","Day","Grass",-110,100,"SDP",-1,FALSE,24,"NL",160,70,90,0.438,-5,3.7,5.1,-1.3,0,-1.3,"58-102",12,"8-12","43-38","27-52","4-7","18-18","51-63","19-27","35-56","35-34","3-7","8-12","13-17",32,"18-31","52-59","70-90","0-0","56-104",0.075,0.225,0.367,-0.071,0.468,0.03,0.4,-0.038,0.531,0.093,0.342,-0.096,0.364,-0.074,0.5,0.062,0.447,0.00900000000000001,0.413,-0.025,0.385,-0.053,0.507,0.069,0.3,-0.138,0.4,-0.038,0.433,-0.005,0.438,0,NA,NA,29,"NL",160,63,97,0.394,1,4,4.8,-0.9,0,-0.9,"66-94",-3,"8-12","37-42","26-55","12-7","22-23","45-67","18-30","36-54","27-43","6-4","9-11","11-19",39,"22-34","41-63","63-97","0-0","65-95",-0.019,0.281,0.393,-0.001,0.394,0,0.4,0.00600000000000001,0.468,0.074,0.321,-0.073,0.632,0.238,0.489,0.095,0.402,0.00800000000000001,0.375,-0.019,0.4,0.00600000000000001,0.386,-0.00800000000000001,0.6,0.206,0.45,0.056,0.367,-0.027,0.394,0,NA,NA,158,25,28,4.49,547,273,295,200,577,0.239,3.41875,157,21,24,4.36,485.1,235,253,218,448,0.258,3.031875,29,13,10,0.565,3.98,31,31,0,0,0,0,174.1,152,81,77,19,70,5,147,14,1,7,740,104,4.33,1.273,7.8,1,3.6,7.6,2.1,FALSE,5.61612903225806,4.17202719907407,32,3,11,0.214,5.66,26,22,1,0,0,0,119.1,155,85,75,18,48,6,71,2,0,3,550,75,5.18,1.701,11.7,1.4,3.6,5.4,1.48,FALSE,4.58076923076923,5.05877700617284
"MIL","STL","Junior Guerra","Luke Weaver","Day","Grass",125,-135,"STL",1,TRUE,10,"NL",160,85,75,0.531,2,4.5,4.3,0.2,-0.1,0.1,"83-77",2,"11-9","44-37","41-38","5-11","25-21","68-58","17-17","36-37","49-38","5-5","13-7","18-12",17,"32-28","53-47","81-74","4-1","84-76",0.012,0.288,0.533,0.002,0.53,-0.001,0.55,0.019,0.543,0.012,0.519,-0.012,0.312,-0.219,0.543,0.012,0.54,0.00900000000000001,0.5,-0.031,0.493,-0.038,0.563,0.0319999999999999,0.5,-0.031,0.65,0.119,0.6,0.069,0.523,-0.00800000000000001,0.8,0.269,12,"NL",160,82,78,0.512,-3,4.7,4.3,0.4,-0.1,0.2,"86-74",-4,"8-12","43-36","39-42","5-9","23-29","63-62","19-16","26-43","56-35","4-6","10-10","17-13",20,"25-27","57-51","82-78","0-0","87-73",-0.025,0.325,0.481,-0.031,0.528,0.016,0.4,-0.112,0.544,0.032,0.481,-0.031,0.357,-0.155,0.442,-0.07,0.504,-0.00800000000000001,0.543,0.031,0.377,-0.135,0.615,0.103,0.4,-0.112,0.5,-0.012,0.567,0.0549999999999999,0.512,0,NA,NA,159,27,35,3.82,565,240,261,266,607,0.24,3.53125,157,21,29,3.84,522.2,223,241,181,521,0.247,3.26375,32,1,4,0.2,4.9,20,13,2,0,0,0,68,59,41,37,18,41,0,62,4,0,5,303,90,6.75,1.471,7.8,2.4,5.4,8.2,1.51,FALSE,3.4,4.29695833333333,23,7,2,0.778,3.23,12,9,0,0,0,0,55.2,50,21,20,6,13,0,68,1,0,0,225,131,2.86,1.132,8.1,1,2.1,11,5.23,FALSE,4.6,3.50071775793651
"BAL","TBR","Miguel Castro","Chris Archer","Night","Turf",160,-175,"TBR",1,TRUE,19,"AL",160,75,85,0.469,-3,4.6,5.2,-0.6,0.3,-0.3,"72-88",3,"8-12","46-35","29-50","12-4","21-19","49-62","26-23","25-46","50-39","2-8","4-16","10-20",27,"23-26","52-59","66-77","9-8","71-89",0.019,0.25,0.469,0,0.468,-0.000999999999999945,0.4,-0.069,0.568,0.099,0.367,-0.102,0.75,0.281,0.525,0.056,0.441,-0.028,0.531,0.0620000000000001,0.352,-0.117,0.562,0.0930000000000001,0.2,-0.269,0.2,-0.269,0.333,-0.136,0.462,-0.00699999999999995,0.529,0.0600000000000001,15,"AL",160,78,82,0.487,2,4.3,4.4,-0.1,0.2,0.1,"78-82",0,"11-9","40-39","38-43","8-6","20-24","59-53","19-29","31-37","47-45","5-5","8-12","14-16",24,"27-29","51-53","36-39","42-43","78-82",0,0.275,0.482,-0.005,0.49,0.003,0.55,0.0630000000000001,0.506,0.019,0.469,-0.018,0.571,0.084,0.455,-0.032,0.527,0.04,0.396,-0.091,0.456,-0.031,0.511,0.024,0.5,0.013,0.4,-0.087,0.467,-0.02,0.48,-0.00700000000000001,0.494,0.00700000000000001,159,30,18,3.88,589.1,254,278,222,500,0.252,3.681875,160,28,31,3.82,539.2,229,248,200,503,0.235,3.37,22,3,2,0.6,3.29,38,0,8,0,0,0,63,47,26,23,7,27,4,35,2,0,1,257,132,4.87,1.175,6.7,1,3.9,5,1.3,FALSE,1.65789473684211,3.53136736111111,28,9,12,0.429,4.18,33,33,0,0,0,0,196,191,101,91,27,58,0,243,5,0,15,833,100,3.43,1.27,8.8,1.2,2.7,11.2,4.19,FALSE,5.93939393939394,4.05594736842105
"PIT","WSN","Jameson Taillon","Max Scherzer","Night","Grass",200,-240,"PIT",-3,FALSE,22,"NL",160,73,87,0.456,-2,4.1,4.5,-0.4,-0.1,-0.5,"73-87",0,"10-10","44-37","29-50","8-9","20-24","57-63","16-24","38-50","35-37","5-5","6-14","11-19",29,"27-23","46-64","72-85","1-2","72-88",0,0.275,0.54,0.084,0.418,-0.038,0.5,0.044,0.543,0.087,0.367,-0.089,0.471,0.015,0.455,-0.001,0.475,0.019,0.4,-0.056,0.432,-0.024,0.486,0.03,0.5,0.044,0.3,-0.156,0.367,-0.089,0.459,0.003,0.333,-0.123,4,"NL",160,97,63,0.606,2,5.1,4.1,1,-0.4,0.6,"95-65",2,"10-10","47-32","50-31","7-4","30-21","75-49","22-14","23-19","74-44","6-4","11-9","18-12",5,"28-28","69-35","97-63","0-0","97-63",0.012,0.319,0.5,-0.106,0.663,0.0570000000000001,0.5,-0.106,0.595,-0.011,0.617,0.011,0.636,0.03,0.588,-0.018,0.605,-0.001,0.611,0.005,0.548,-0.0579999999999999,0.627,0.021,0.6,-0.00600000000000001,0.55,-0.0559999999999999,0.6,-0.00600000000000001,0.606,0,NA,NA,158,25,28,3.87,537,231,251,211,487,0.249,3.35625,157,25,17,4.33,463.1,223,235,157,433,0.254,2.894375,25,8,7,0.533,4.62,24,24,0,0,0,0,126.2,148,68,65,11,45,2,120,4,0,6,561,93,3.55,1.524,10.5,0.8,3.2,8.5,2.67,FALSE,5.25833333333333,4.31373204022989,32,16,6,0.727,2.55,30,30,0,2,0,0,197.1,125,62,56,22,54,2,263,11,0,4,768,174,2.92,0.907,5.7,1,2.5,12,4.87,FALSE,6.57,3.04372043650794
"NYM","PHI","Seth Lugo","Henderson Alvarez","Night","Grass",115,-125,"NYM",-3,FALSE,25,"NL",160,69,91,0.431,-1,4.6,5.3,-0.8,-0.1,-0.9,"69-91",0,"7-13","37-44","32-47","2-8","21-24","54-68","15-23","17-49","52-42","4-6","8-12","12-18",33,"14-33","55-58","69-91","0-0","68-92",0,0.281,0.298,-0.133,0.487,0.056,0.35,-0.081,0.457,0.026,0.405,-0.026,0.2,-0.231,0.467,0.036,0.443,0.012,0.395,-0.036,0.258,-0.173,0.553,0.122,0.4,-0.031,0.4,-0.031,0.4,-0.031,0.431,0,NA,NA,28,"NL",160,65,95,0.406,3,4.2,4.8,-0.6,-0.1,-0.8,"70-90",-5,"5-15","38-41","27-54","7-9","21-36","41-74","24-21","23-43","42-52","6-4","12-8","16-14",37,"26-30","39-65","65-95","0-0","69-91",-0.031,0.356,0.464,0.058,0.375,-0.031,0.25,-0.156,0.481,0.075,0.333,-0.073,0.438,0.032,0.368,-0.038,0.357,-0.049,0.533,0.127,0.348,-0.0580000000000001,0.447,0.041,0.6,0.194,0.6,0.194,0.533,0.127,0.406,0,NA,NA,158,20,27,4.74,556,293,311,260,574,0.262,3.475,159,23,33,4.2,540.1,252,269,217,538,0.254,3.375625,27,7,5,0.583,4.72,18,17,1,0,0,0,97.1,108,55,51,12,25,1,81,2,1,1,418,90,3.92,1.366,10,1.1,2.3,7.5,3.24,FALSE,5.39444444444444,4.72794640852974,27,0,1,0,3.6,2,2,0,0,0,0,10,9,4,4,2,5,1,6,0,1,0,44,121,6.05,1.4,8.1,1.8,4.5,5.4,1.2,FALSE,5,3.83693452380952
"DET","MIN","Buck Farmer","Aaron Slegers","Night","Grass",145,-160,"DET",-1,FALSE,30,"AL",160,63,97,0.394,-1,4.6,5.5,-1,0.2,-0.8,"66-94",-3,"8-12","34-47","29-50","1-4","16-23","42-75","21-22","27-39","36-58","1-9","3-17","6-24",39,"27-30","36-67","62-92","1-5","65-95",-0.019,0.244,0.474,0.08,0.35,-0.044,0.4,0.00600000000000001,0.42,0.026,0.367,-0.027,0.2,-0.194,0.41,0.016,0.359,-0.035,0.488,0.094,0.409,0.015,0.383,-0.011,0.1,-0.294,0.15,-0.244,0.2,-0.194,0.403,0.00900000000000001,0.167,-0.227,11,"AL",160,84,76,0.525,1,5.1,4.9,0.2,0.1,0.2,"82-78",2,"13-7","40-39","44-37","3-3","15-17","58-53","26-23","20-31","64-45","6-4","11-9","17-13",18,"28-33","56-43","81-73","3-3","82-78",0.012,0.2,0.459,-0.066,0.566,0.0409999999999999,0.65,0.125,0.506,-0.019,0.543,0.018,0.5,-0.025,0.469,-0.056,0.523,-0.002,0.531,0.00600000000000001,0.392,-0.133,0.587,0.0619999999999999,0.6,0.075,0.55,0.025,0.567,0.0419999999999999,0.526,0.001,0.5,-0.025,158,17,28,5.66,521.2,328,347,238,456,0.284,3.2575,154,24,20,4.46,559,277,297,187,476,0.262,3.49375,26,4,5,0.444,7.33,10,10,0,0,0,0,43,51,37,35,9,16,0,46,4,0,1,197,62,5.13,1.558,10.7,1.9,3.3,9.6,2.88,FALSE,4.3,6.54711018518519,24,0,0,NA,7.36,3,2,0,0,0,0,11,9,9,9,3,5,0,6,0,0,0,45,62,6.97,1.273,7.4,2.5,4.1,4.9,1.2,FALSE,3.66666666666667,6.06487764550265
"ATL","MIA","Lucas Sims","Odrisamer Despaigne","Night","Grass",110,-120,"MIA",8,TRUE,23,"NL",160,71,89,0.444,-5,4.5,5,-0.5,-0.2,-0.7,"72-88",-1,"9-11","37-44","34-45","6-8","19-24","56-74","15-15","25-37","46-52","4-6","9-11","13-17",31,"21-28","50-61","69-89","2-0","71-89",-0.006,0.269,0.429,-0.015,0.45,0.00600000000000001,0.45,0.00600000000000001,0.457,0.013,0.43,-0.014,0.429,-0.015,0.442,-0.002,0.431,-0.013,0.5,0.056,0.403,-0.041,0.469,0.025,0.4,-0.044,0.45,0.00600000000000001,0.433,-0.011,0.437,-0.00700000000000001,1,0.556,18,"NL",160,76,84,0.475,2,4.8,5.1,-0.3,-0.2,-0.5,"75-85",1,"9-11","42-37","34-47","6-5","18-22","63-64","13-20","22-40","54-44","6-4","9-11","10-20",26,"24-24","52-60","75-83","1-1","75-85",0.006,0.25,0.5,0.025,0.464,-0.011,0.45,-0.025,0.532,0.0570000000000001,0.42,-0.055,0.545,0.0700000000000001,0.45,-0.025,0.496,0.021,0.394,-0.081,0.355,-0.12,0.551,0.0760000000000001,0.6,0.125,0.45,-0.025,0.333,-0.142,0.475,0,0.5,0.025,160,25,18,4.6,516.1,264,284,222,489,0.245,3.225625,159,30,29,4.37,606,294,315,269,555,0.259,3.7875,23,3,5,0.375,4.85,13,9,1,0,0,0,55.2,57,31,30,8,19,1,43,4,0,0,239,88,4.71,1.365,9.2,1.3,3.1,7,2.26,FALSE,4.24615384615385,4.73310964209402,30,1,3,0.25,4.21,17,7,5,0,0,1,51.1,50,29,24,3,23,1,25,3,0,1,226,97,4.46,1.422,8.8,0.5,4,4.4,1.09,FALSE,3.00588235294118,4.30021677559913
