"Tm","Rk","Lg","G","W","L","W-L%","Strk","R","RA","Rdiff","SOS","SRS","pythWL","Luck","Inter","Home","Road","ExInn","1Run","vRHP","vLHP","abv500","bel500","last10","last20","last30","GB","DAY","NIGHT","GRASS","TURF","ExWL","LuckperG","OneRunPct","DAYpct","DAYdiff","NIGHTpct","NIGHTdiff","Interpct","Interdiff","Homepct","Homediff","Roadpct","Roaddiff","ExInnpct","ExInndiff","1Runpct","1Rundiff","vRHPpct","vRHPdiff","vLHPpct","vLHPdiff","abv500pct","abv500diff","bel500pct","bel500diff","last10pct","last10diff","last20pct","last20diff","last30pct","last30diff","GRASSpct","GRASSdiff","TURFpct","TURFdiff"
"MIN","11","AL",159,"83","76",".522","-2","5.0","4.9","0.1","0.1","0.2","81-78",2,"13-7","39-39","44-37","3-3","15-17","58-53","25-23","20-31","63-45","5-5","11-9","17-13","19","27-33","56-43","80-73","3-3","82-77",0.013,0.201,0.45,-0.072,0.566,0.0439999999999999,0.65,0.128,0.5,-0.022,0.543,0.021,0.5,-0.022,0.469,-0.053,0.523,0.001,0.521,-0.001,0.392,-0.13,0.583,0.0609999999999999,0.5,-0.022,0.55,0.028,0.567,0.0449999999999999,0.523,0.001,0.5,-0.022
"NYM","25","NL",159,"69","90",".434","3","4.6","5.3","-0.7","-0.1","-0.9","69-90",0,"7-13","37-44","32-46","2-8","21-24","54-67","15-23","17-49","52-41","4-6","9-11","12-18","33","14-32","55-58","69-90","0-0","68-91",0,0.283,0.304,-0.13,0.487,0.053,0.35,-0.084,0.457,0.023,0.41,-0.024,0.2,-0.234,0.467,0.033,0.446,0.012,0.395,-0.039,0.258,-0.176,0.559,0.125,0.4,-0.034,0.45,0.016,0.4,-0.034,0.434,0,NA,NA
"NYY","8","AL",159,"89","70",".560","-1","5.4","4.1","1.2","0.1","1.3","98-61",-9,"15-5","49-29","40-41","5-6","17-25","65-48","24-22","26-22","63-48","7-3","14-6","19-11","13","32-27","57-43","83-60","6-10","100-59",-0.057,0.264,0.542,-0.018,0.57,0.0099999999999999,0.75,0.19,0.628,0.0679999999999999,0.494,-0.0660000000000001,0.455,-0.105,0.405,-0.155,0.575,0.0149999999999999,0.522,-0.038,0.542,-0.018,0.568,0.0079999999999999,0.7,0.14,0.7,0.14,0.633,0.073,0.58,0.0199999999999999,0.375,-0.185
"OAK","21","AL",159,"74","85",".465","2","4.6","5.1","-0.5","0.2","-0.3","72-87",2,"7-13","46-35","28-50","4-9","21-21","56-60","18-25","24-25","50-60","8-2","15-5","17-13","28","35-27","39-58","73-78","1-7","71-88",0.013,0.264,0.565,0.0999999999999999,0.402,-0.063,0.35,-0.115,0.568,0.103,0.359,-0.106,0.308,-0.157,0.5,0.035,0.483,0.018,0.419,-0.046,0.49,0.025,0.455,-0.01,0.8,0.335,0.75,0.285,0.567,0.102,0.483,0.018,0.125,-0.34
"PHI","28","NL",159,"64","95",".403","2","4.2","4.9","-0.7","-0.1","-0.8","69-90",-5,"5-15","37-41","27-54","7-9","21-36","40-74","24-21","23-43","41-52","6-4","11-9","16-14","38","25-30","39-65","64-95","0-0","68-91",-0.031,0.358,0.455,0.052,0.375,-0.028,0.25,-0.153,0.474,0.071,0.333,-0.07,0.438,0.035,0.368,-0.035,0.351,-0.052,0.533,0.13,0.348,-0.055,0.441,0.038,0.6,0.197,0.55,0.147,0.533,0.13,0.403,0,NA,NA
"PIT","22","NL",159,"73","86",".459","-1","4.1","4.5","-0.4","-0.1","-0.5","73-86",0,"10-10","44-37","29-49","8-9","20-24","57-62","16-24","38-49","35-37","5-5","6-14","12-18","29","27-23","46-63","72-84","1-2","72-87",0,0.277,0.54,0.081,0.422,-0.037,0.5,0.041,0.543,0.084,0.372,-0.087,0.471,0.012,0.455,-0.004,0.479,0.02,0.4,-0.059,0.437,-0.022,0.486,0.027,0.5,0.041,0.3,-0.159,0.4,-0.059,0.462,0.003,0.333,-0.126
"SDP","24","NL",159,"70","89",".440","-4","3.8","5.0","-1.3","0.0","-1.3","59-100",11,"8-12","43-38","27-51","4-7","18-18","51-62","19-27","35-56","35-33","4-6","8-12","13-17","32","18-30","52-59","70-89","0-0","57-102",0.069,0.226,0.375,-0.065,0.468,0.028,0.4,-0.04,0.531,0.091,0.346,-0.094,0.364,-0.076,0.5,0.06,0.451,0.011,0.413,-0.027,0.385,-0.055,0.515,0.075,0.4,-0.04,0.4,-0.04,0.433,-0.00700000000000001,0.44,0,NA,NA
"SEA","16","AL",159,"77","82",".484","-1","4.6","4.8","-0.1","0.1","0.0","78-81",-1,"12-8","40-41","37-41","7-5","26-14","55-60","22-22","20-32","57-50","3-7","8-12","11-19","25","22-30","55-52","75-77","2-5","77-82",-0.006,0.252,0.423,-0.061,0.514,0.03,0.6,0.116,0.494,0.01,0.474,-0.01,0.583,0.099,0.65,0.166,0.478,-0.00600000000000001,0.5,0.016,0.385,-0.099,0.533,0.049,0.3,-0.184,0.4,-0.084,0.367,-0.117,0.493,0.00900000000000001,0.286,-0.198
"SFG","30","NL",159,"62","97",".390","-2","3.9","4.8","-0.9","0.0","-0.9","64-95",-2,"8-12","36-42","26-55","12-7","22-23","44-67","18-30","36-54","26-43","5-5","8-12","10-20","40","21-34","41-63","62-97","0-0","63-96",-0.013,0.283,0.382,-0.00800000000000001,0.394,0.004,0.4,0.01,0.462,0.072,0.321,-0.069,0.632,0.242,0.489,0.099,0.396,0.00600000000000001,0.375,-0.015,0.4,0.01,0.377,-0.013,0.5,0.11,0.4,0.01,0.333,-0.057,0.39,0,NA,NA
"STL","12","NL",159,"82","77",".516","-2","4.7","4.3","0.4","-0.1","0.2","86-73",-4,"8-12","43-35","39-42","5-9","23-29","63-61","19-16","26-42","56-35","5-5","10-10","17-13","20","25-27","57-50","82-77","0-0","86-73",-0.025,0.327,0.481,-0.035,0.533,0.017,0.4,-0.116,0.551,0.035,0.481,-0.035,0.357,-0.159,0.442,-0.074,0.508,-0.00800000000000001,0.543,0.027,0.382,-0.134,0.615,0.099,0.5,-0.016,0.5,-0.016,0.567,0.0509999999999999,0.516,0,NA,NA
"TBR","15","AL",159,"77","82",".484","1","4.3","4.4","-0.2","0.2","0.1","77-82",0,"11-9","39-39","38-43","8-6","20-24","59-53","18-29","31-37","46-45","5-5","8-12","14-16","25","27-29","50-53","36-39","41-43","77-82",0,0.277,0.482,-0.002,0.485,0.001,0.55,0.0660000000000001,0.5,0.016,0.469,-0.015,0.571,0.087,0.455,-0.029,0.527,0.043,0.383,-0.101,0.456,-0.028,0.505,0.021,0.5,0.016,0.4,-0.084,0.467,-0.017,0.48,-0.004,0.488,0.004
"TEX","17","AL",159,"76","83",".478","-7","4.9","5.1","-0.1","0.1","0.0","78-81",-2,"14-6","39-39","37-44","5-5","13-24","54-65","22-18","18-30","58-53","3-7","6-14","12-18","26","20-23","56-60","70-80","6-3","77-82",-0.013,0.233,0.465,-0.013,0.483,0.005,0.7,0.222,0.5,0.022,0.457,-0.021,0.5,0.022,0.351,-0.127,0.454,-0.024,0.55,0.0720000000000001,0.375,-0.103,0.523,0.045,0.3,-0.178,0.3,-0.178,0.4,-0.078,0.467,-0.011,0.667,0.189
"TOR","19","AL",159,"75","84",".472","-1","4.3","4.9","-0.5","0.2","-0.3","71-88",4,"9-11","42-39","33-45","5-14","25-26","58-61","17-23","26-39","49-45","5-5","11-9","14-16","27","30-27","45-57","29-39","46-45","70-89",0.025,0.321,0.526,0.054,0.441,-0.031,0.45,-0.022,0.519,0.047,0.423,-0.049,0.263,-0.209,0.49,0.018,0.487,0.015,0.425,-0.047,0.4,-0.072,0.521,0.049,0.5,0.028,0.55,0.0780000000000001,0.467,-0.00499999999999995,0.426,-0.046,0.505,0.033
"WSN","4","NL",159,"96","63",".604","1","5.1","4.1","0.9","-0.3","0.6","94-65",2,"10-10","46-32","50-31","7-4","30-21","74-49","22-14","23-19","73-44","6-4","11-9","18-12","6","28-28","68-35","96-63","0-0","95-64",0.013,0.321,0.5,-0.104,0.66,0.056,0.5,-0.104,0.59,-0.014,0.617,0.013,0.636,0.032,0.588,-0.016,0.602,-0.002,0.611,0.00700000000000001,0.548,-0.0559999999999999,0.624,0.02,0.6,-0.004,0.55,-0.0539999999999999,0.6,-0.004,0.604,0,NA,NA
