"AwayTeam","HomeTeam","AwayP","HomeP","Time","Surface","AwayOdds","HomeOdds","Winner","Rundiff","HomeWin","ARk","ALg","AG","AW","AL","AW.L.","AStrk","AR","ARA","ARdiff","ASOS","ASRS","ApythWL","ALuck","AInter","AHome","ARoad","AExInn","A1Run","AvRHP","AvLHP","Aabv500","Abel500","Alast10","Alast20","Alast30","AGB","ADAY","ANIGHT","AGRASS","ATURF","AExWL","ALuckperG","AOneRunPct","ADAYpct","ADAYdiff","ANIGHTpct","ANIGHTdiff","AInterpct","AInterdiff","AHomepct","AHomediff","ARoadpct","ARoaddiff","AExInnpct","AExInndiff","A1Runpct","A1Rundiff","AvRHPpct","AvRHPdiff","AvLHPpct","AvLHPdiff","Aabv500pct","Aabv500diff","Abel500pct","Abel500diff","Alast10pct","Alast10diff","Alast20pct","Alast20diff","Alast30pct","Alast30diff","AGRASSpct","AGRASSdiff","ATURFpct","ATURFdiff","HRk","HLg","HG","HW","HL","HW.L.","HStrk","HR","HRA","HRdiff","HSOS","HSRS","HpythWL","HLuck","HInter","HHome","HRoad","HExInn","H1Run","HvRHP","HvLHP","Habv500","Hbel500","Hlast10","Hlast20","Hlast30","HGB","HDAY","HNIGHT","HGRASS","HTURF","HExWL","HLuckperG","HOneRunPct","HDAYpct","HDAYdiff","HNIGHTpct","HNIGHTdiff","HInterpct","HInterdiff","HHomepct","HHomediff","HRoadpct","HRoaddiff","HExInnpct","HExInndiff","H1Runpct","H1Rundiff","HvRHPpct","HvRHPdiff","HvLHPpct","HvLHPdiff","Habv500pct","Habv500diff","Hbel500pct","Hbel500diff","Hlast10pct","Hlast10diff","Hlast20pct","Hlast20diff","Hlast30pct","Hlast30diff","HGRASSpct","HGRASSdiff","HTURFpct","HTURFdiff","AB.GP","AB.W","AB.L","AB.ERA","AB.IP","AB.ER","AB.R","AB.BB","AB.SO","AB.BAA","AB.IperG","HB.GP","HB.W","HB.L","HB.ERA","HB.IP","HB.ER","HB.R","HB.BB","HB.SO","HB.BAA","HB.IperG","AP.Age","AP.W","AP.L","AP.W.L.","AP.ERA","AP.G","AP.GS","AP.GF","AP.CG","AP.SHO","AP.SV","AP.IP","AP.H","AP.R","AP.ER","AP.HR","AP.BB","AP.IBB","AP.SO","AP.HBP","AP.BK","AP.WP","AP.BF","AP.ERA.","AP.FIP","AP.WHIP","AP.H9","AP.HR9","AP.BB9","AP.SO9","AP.SO.W","AP.lefty","AP.IPG","AP.WtERA","HP.Age","HP.W","HP.L","HP.W.L.","HP.ERA","HP.G","HP.GS","HP.GF","HP.CG","HP.SHO","HP.SV","HP.IP","HP.H","HP.R","HP.ER","HP.HR","HP.BB","HP.IBB","HP.SO","HP.HBP","HP.BK","HP.WP","HP.BF","HP.ERA.","HP.FIP","HP.WHIP","HP.H9","HP.HR9","HP.BB9","HP.SO9","HP.SO.W","HP.lefty","HP.IPG","HP.WtERA"
"ATL","NYM","Max Fried","Seth Lugo","Day","Grass",118,-128,"NYM",1,TRUE,23,"NL",154,70,84,0.455,-1,4.6,5,-0.5,-0.2,-0.7,"70-84",0,"9-11","37-44","33-40","6-8","19-21","55-70","15-14","25-37","45-47","4-6","11-9","14-16",28,"21-27","49-57","68-84","2-0","69-85",0,0.26,0.438,-0.017,0.462,0.00700000000000001,0.45,-0.005,0.457,0.002,0.452,-0.003,0.429,-0.026,0.475,0.02,0.44,-0.015,0.517,0.062,0.403,-0.052,0.489,0.034,0.4,-0.055,0.55,0.095,0.467,0.012,0.447,-0.00800000000000001,1,0.545,25,"NL",155,66,89,0.426,-2,4.6,5.3,-0.8,-0.1,-0.9,"67-88",-1,"7-13","34-43","32-46","2-8","19-24","53-66","13-23","17-49","49-40","3-7","8-12","11-19",32.5,"14-32","52-57","66-89","0-0","66-89",-0.006,0.277,0.304,-0.122,0.477,0.051,0.35,-0.076,0.442,0.016,0.41,-0.016,0.2,-0.226,0.442,0.016,0.445,0.019,0.361,-0.065,0.258,-0.168,0.551,0.125,0.3,-0.126,0.4,-0.026,0.367,-0.059,0.426,0,NA,NA,154,25,16,4.62,502.2,258,273,212,475,0.243,3.26103896103896,153,19,27,4.76,539,285,302,254,565,0.261,3.47741935483871,23,1,0,1,4.41,7,2,4,0,0,0,16.1,17,9,8,3,10,1,13,1,0,0,75,99,5.97,1.653,9.4,1.7,5.5,7.2,1.3,TRUE,2.3,4.50901731601732,27,6,5,0.545,5.03,17,16,1,0,0,0,91.1,106,55,51,12,25,1,74,2,1,1,398,85,4.13,1.434,10.4,1.2,2.5,7.3,2.96,FALSE,5.35882352941176,4.92193439956628
"KCR","NYY","Jakob Junis","CC Sabathia","Day","Grass",180,-200,"NYY",8,TRUE,15,"AL",155,76,79,0.49,-1,4.4,4.9,-0.5,0.2,-0.3,"70-85",6,"7-10","39-36","37-43","4-7","22-16","58-59","18-20","27-40","49-39","4-6","9-11","12-18",22.5,"26-25","50-54","71-77","5-2","70-85",0.039,0.245,0.51,0.02,0.481,-0.00900000000000001,0.412,-0.078,0.52,0.03,0.462,-0.028,0.364,-0.126,0.579,0.089,0.496,0.00600000000000001,0.474,-0.016,0.403,-0.087,0.557,0.0670000000000001,0.4,-0.09,0.45,-0.04,0.4,-0.09,0.48,-0.01,0.714,0.224,8,"AL",155,86,69,0.555,-1,5.3,4.1,1.2,0.1,1.3,"95-60",-9,"15-5","46-28","40-41","5-6","17-25","63-47","23-22","26-22","60-47","7-3","14-6","18-12",12.5,"31-26","55-43","80-59","6-10","96-59",-0.058,0.271,0.544,-0.011,0.561,0.00600000000000001,0.75,0.195,0.622,0.0669999999999999,0.494,-0.0610000000000001,0.455,-0.1,0.405,-0.15,0.573,0.0179999999999999,0.511,-0.044,0.542,-0.013,0.561,0.00600000000000001,0.7,0.145,0.7,0.145,0.6,0.0449999999999999,0.576,0.0209999999999999,0.375,-0.18,154,27,24,4.22,545.1,256,282,231,483,0.252,3.51677419354839,153,29,23,3.4,516,195,209,214,625,0.208,3.32903225806452,24,8,2,0.8,4.05,18,14,1,0,0,0,86.2,89,44,39,12,22,1,71,8,1,3,371,112,4.35,1.281,9.2,1.2,2.3,7.4,3.23,FALSE,4.78888888888889,4.12609182753778,36,12,5,0.706,3.81,25,25,0,0,0,0,137,129,61,58,19,49,1,110,4,0,5,580,120,4.51,1.299,8.5,1.2,3.2,7.2,2.24,TRUE,5.48,3.65109438470729
"ATL","NYM","Lucas Sims","Christopher Flexen","Day","Grass",-120,110,"ATL",-7,FALSE,23,"NL",154,70,84,0.455,-1,4.6,5,-0.5,-0.2,-0.7,"70-84",0,"9-11","37-44","33-40","6-8","19-21","55-70","15-14","25-37","45-47","4-6","11-9","14-16",28,"21-27","49-57","68-84","2-0","69-85",0,0.26,0.438,-0.017,0.462,0.00700000000000001,0.45,-0.005,0.457,0.002,0.452,-0.003,0.429,-0.026,0.475,0.02,0.44,-0.015,0.517,0.062,0.403,-0.052,0.489,0.034,0.4,-0.055,0.55,0.095,0.467,0.012,0.447,-0.00800000000000001,1,0.545,25,"NL",155,66,89,0.426,-2,4.6,5.3,-0.8,-0.1,-0.9,"67-88",-1,"7-13","34-43","32-46","2-8","19-24","53-66","13-23","17-49","49-40","3-7","8-12","11-19",32.5,"14-32","52-57","66-89","0-0","66-89",-0.006,0.277,0.304,-0.122,0.477,0.051,0.35,-0.076,0.442,0.016,0.41,-0.016,0.2,-0.226,0.442,0.016,0.445,0.019,0.361,-0.065,0.258,-0.168,0.551,0.125,0.3,-0.126,0.4,-0.026,0.367,-0.059,0.426,0,NA,NA,154,25,16,4.62,502.2,258,273,212,475,0.243,3.26103896103896,153,19,27,4.76,539,285,302,254,565,0.261,3.47741935483871,23,2,5,0.286,5.14,12,8,1,0,0,0,49,52,29,28,8,17,1,37,4,0,0,214,83,5.05,1.408,9.6,1.5,3.1,6.8,2.18,FALSE,4.08333333333333,4.89271765271765,22,3,4,0.429,7.13,12,8,1,0,0,0,41.2,53,34,33,9,30,0,29,2,0,1,200,60,6.87,1.992,11.4,1.9,6.5,6.3,0.97,FALSE,3.43333333333333,5.87571436448856
"WSN","PHI","A.J. Cole","Aaron Nola","Night","Grass",130,-140,"WSN",-2,FALSE,4,"NL",155,94,61,0.607,2,5.1,4.1,1,-0.4,0.6,"92-63",2,"10-10","45-32","49-29","7-4","29-21","72-47","22-14","23-19","71-42","6-4","12-8","18-12",4.5,"27-28","67-33","94-61","0-0","94-61",0.013,0.323,0.491,-0.116,0.67,0.0630000000000001,0.5,-0.107,0.584,-0.023,0.628,0.021,0.636,0.029,0.58,-0.027,0.605,-0.002,0.611,0.004,0.548,-0.0589999999999999,0.628,0.021,0.6,-0.00700000000000001,0.6,-0.00700000000000001,0.6,-0.00700000000000001,0.606,-0.001,NA,NA,28,"NL",156,62,94,0.397,1,4.2,4.9,-0.7,-0.2,-0.8,"67-89",-5,"5-15","35-40","27-54","7-9","21-36","39-73","23-21","21-42","41-52","5-5","10-10","16-14",37,"25-30","37-64","62-94","0-0","66-90",-0.032,0.365,0.455,0.058,0.366,-0.031,0.25,-0.147,0.467,0.07,0.333,-0.064,0.438,0.041,0.368,-0.029,0.348,-0.049,0.523,0.126,0.333,-0.064,0.441,0.044,0.5,0.103,0.5,0.103,0.533,0.136,0.397,0,NA,NA,152,24,17,4.39,449.1,219,230,151,420,0.257,2.89741935483871,155,22,33,4.3,525.2,251,268,212,515,0.256,3.36666666666667,25,2,5,0.286,4.43,9,7,0,0,0,0,42.2,45,22,21,7,23,0,37,3,1,1,192,100,5.38,1.594,9.5,1.5,4.9,7.8,1.61,FALSE,4.68888888888889,4.41345745386964,24,12,10,0.545,3.56,26,26,0,0,0,0,162,149,65,64,17,47,2,175,2,0,1,668,119,3.26,1.21,8.3,0.9,2.6,9.7,3.72,FALSE,6.23076923076923,3.79561529271207
"TOR","BOS","Brett Anderson","Drew Pomeranz","Night","Grass",180,-210,"TOR",-2,FALSE,20,"AL",156,73,83,0.468,1,4.3,4.9,-0.6,0.3,-0.3,"69-87",4,"9-11","42-39","31-44","5-14","25-26","58-60","15-23","24-38","49-45","5-5","10-10","13-17",26,"30-27","43-56","27-38","46-45","68-88",0.026,0.327,0.526,0.058,0.434,-0.034,0.45,-0.018,0.519,0.051,0.413,-0.055,0.263,-0.205,0.49,0.022,0.492,0.024,0.395,-0.073,0.387,-0.081,0.521,0.053,0.5,0.032,0.5,0.032,0.433,-0.035,0.415,-0.053,0.505,0.037,5,"AL",155,91,64,0.587,6,4.9,4,0.8,0.1,1,"91-64",0,"16-4","46-28","45-36","15-3","22-17","73-47","18-17","26-20","65-44","9-1","14-6","19-11",7.5,"24-22","67-42","78-59","13-5","92-63",0,0.252,0.522,-0.0649999999999999,0.615,0.028,0.8,0.213,0.622,0.035,0.556,-0.0309999999999999,0.833,0.246,0.564,-0.023,0.608,0.021,0.514,-0.073,0.565,-0.022,0.596,0.00900000000000001,0.9,0.313,0.7,0.113,0.633,0.046,0.569,-0.018,0.722,0.135,154,28,26,4.25,574,271,293,207,606,0.242,3.67948717948718,150,29,14,3.02,497.2,167,178,166,543,0.223,3.20774193548387,29,3,4,0.429,7.15,11,11,0,0,0,0,45.1,64,38,36,5,18,0,32,0,0,2,212,64,4.37,1.809,12.7,1,3.6,6.4,1.78,TRUE,4.1,5.69400997150997,28,16,5,0.762,3.15,30,30,0,0,0,0,165.2,156,63,58,18,66,0,171,4,0,6,706,143,3.77,1.34,8.5,1,3.6,9.3,2.59,TRUE,5.50666666666667,3.1001300563236
"HOU","TEX","Collin McHugh","Andrew Cashner","Night","Grass",-123,113,"HOU",-9,FALSE,3,"AL",155,95,60,0.613,-1,5.4,4.4,1,0,1,"92-63",3,"15-5","48-33","47-27","4-4","17-13","76-37","19-23","15-14","80-46","8-2","13-7","19-11",3.5,"31-16","64-44","90-55","5-5","93-62",0.019,0.194,0.66,0.047,0.593,-0.02,0.75,0.137,0.593,-0.02,0.635,0.022,0.5,-0.113,0.567,-0.046,0.673,0.0600000000000001,0.452,-0.161,0.517,-0.096,0.635,0.022,0.8,0.187,0.65,0.037,0.633,0.02,0.621,0.00800000000000001,0.5,-0.113,14,"AL",155,76,79,0.49,-3,5,4.9,0.1,0.1,0.2,"79-76",-3,"14-6","39-35","37-44","5-5","13-24","54-63","22-16","18-27","58-52","4-6","9-11","14-16",22.5,"20-21","56-58","70-76","6-3","79-76",-0.019,0.239,0.488,-0.002,0.491,0.001,0.7,0.21,0.527,0.037,0.457,-0.033,0.5,0.01,0.351,-0.139,0.462,-0.028,0.579,0.089,0.4,-0.09,0.527,0.037,0.4,-0.09,0.45,-0.04,0.467,-0.023,0.479,-0.011,0.667,0.177,154,30,22,4.43,522,257,270,204,630,0.237,3.36774193548387,153,22,25,4.65,485.2,251,282,221,439,0.266,3.13032258064516,30,3,2,0.6,3.44,10,10,0,0,0,0,52.1,50,22,20,6,16,0,48,4,0,3,221,115,3.96,1.261,8.6,1,2.8,8.3,3,FALSE,5.21,3.84141720430108,30,10,10,0.5,3.44,26,26,0,0,0,0,157,145,65,60,15,60,0,82,8,1,10,657,136,4.65,1.306,8.3,0.9,3.4,4.7,1.37,FALSE,6.03846153846154,3.84182240721471
"LAA","CHW","Ricky Nolasco","James Shields","Night","Grass",-152,142,"CHW",2,TRUE,13,"AL",155,77,78,0.497,1,4.4,4.4,0,0.2,0.2,"77-78",0,"11-9","41-37","36-41","8-6","26-21","55-55","22-23","21-31","56-47","3-7","8-12","13-17",21.5,"19-23","58-55","73-75","4-3","77-78",0,0.303,0.452,-0.045,0.513,0.016,0.55,0.053,0.526,0.029,0.468,-0.029,0.571,0.074,0.553,0.056,0.5,0.003,0.489,-0.00800000000000001,0.404,-0.093,0.544,0.047,0.3,-0.197,0.4,-0.097,0.433,-0.064,0.493,-0.004,0.571,0.074,27,"AL",155,63,92,0.406,1,4.4,5.1,-0.7,0.2,-0.5,"68-87",-5,"6-14","36-41","27-51","4-5","19-23","43-66","20-26","22-47","41-45","5-5","9-11","14-16",35.5,"25-28","38-64","60-89","3-3","67-88",-0.032,0.271,0.472,0.0659999999999999,0.373,-0.033,0.3,-0.106,0.468,0.062,0.346,-0.0600000000000001,0.444,0.038,0.452,0.046,0.394,-0.012,0.435,0.029,0.319,-0.087,0.477,0.071,0.5,0.094,0.45,0.044,0.467,0.061,0.403,-0.003,0.5,0.094,154,35,21,3.86,543.1,233,244,160,574,0.239,3.50387096774194,155,27,20,4.43,523.2,258,272,228,490,0.246,3.37548387096774,34,6,14,0.3,5.06,31,31,0,1,1,0,170.2,191,97,96,34,56,3,137,3,0,4,741,83,5.17,1.447,10.1,1.8,3,7.2,2.45,FALSE,5.49032258064516,4.59215053763441,35,4,7,0.364,5.4,20,20,0,0,0,0,110,112,70,66,26,51,3,95,3,0,5,489,80,5.97,1.482,9.2,2.1,4.2,7.8,1.86,FALSE,5.5,5.0254617921147
"CHC","STL","Jon Lester","Luke Weaver","Night","Grass",125,-135,"CHC",-8,FALSE,7,"NL",155,87,68,0.561,1,5.1,4.4,0.7,-0.2,0.5,"88-67",-1,"12-8","46-32","41-36","6-3","24-16","66-54","21-14","32-34","55-34","8-2","12-8","19-11",11.5,"35-35","52-33","86-67","1-1","89-66",-0.006,0.258,0.5,-0.0610000000000001,0.612,0.0509999999999999,0.6,0.0389999999999999,0.59,0.0289999999999999,0.532,-0.029,0.667,0.106,0.6,0.0389999999999999,0.55,-0.011,0.6,0.0389999999999999,0.485,-0.0760000000000001,0.618,0.0569999999999999,0.8,0.239,0.6,0.0389999999999999,0.633,0.072,0.562,0.001,0.5,-0.0610000000000001,12,"NL",155,81,74,0.523,-2,4.8,4.3,0.5,-0.2,0.3,"85-70",-4,"8-12","42-32","39-42","5-8","22-28","62-59","19-15","25-39","56-35","5-5","13-7","18-12",17.5,"25-26","56-48","81-74","0-0","86-69",-0.026,0.323,0.49,-0.033,0.538,0.015,0.4,-0.123,0.568,0.0449999999999999,0.481,-0.042,0.385,-0.138,0.44,-0.083,0.512,-0.011,0.559,0.036,0.391,-0.132,0.615,0.092,0.5,-0.023,0.65,0.127,0.6,0.077,0.523,0,NA,NA,153,26,22,3.89,527.2,228,244,249,587,0.224,3.40129032258065,152,20,28,3.91,499,217,233,171,497,0.25,3.21935483870968,33,11,8,0.579,4.56,30,30,0,1,0,0,169.2,170,100,86,25,58,3,169,4,0,3,720,95,4.17,1.344,9,1.3,3.1,9,2.91,TRUE,5.64,4.30942754736303,23,7,1,0.875,2.05,11,8,0,0,0,0,52.2,43,13,12,4,11,0,65,1,0,0,207,207,2.36,1.025,7.3,0.7,1.9,11.1,5.91,FALSE,4.74545454545455,2.84698834498835
"MIA","COL","Odrisamer Despaigne","Tyler Chatwood","Night","Grass",145,-155,"MIA",-1,FALSE,19,"NL",155,73,82,0.471,-1,4.7,5,-0.3,-0.2,-0.5,"73-82",0,"9-11","40-37","33-45","6-5","16-22","61-63","12-19","21-38","52-44","5-5","6-14","11-19",25.5,"23-23","50-59","72-81","1-1","73-82",0,0.245,0.5,0.029,0.459,-0.012,0.45,-0.021,0.519,0.048,0.423,-0.048,0.545,0.0740000000000001,0.421,-0.05,0.492,0.021,0.387,-0.084,0.356,-0.115,0.542,0.0710000000000001,0.5,0.029,0.3,-0.171,0.367,-0.104,0.471,0,0.5,0.029,9,"NL",156,84,72,0.538,1,5,4.7,0.3,-0.2,0.2,"83-73",1,"10-10","43-32","41-40","2-3","21-13","58-53","26-19","36-33","48-39","4-6","12-8","16-14",15,"34-22","50-50","84-72","0-0","83-73",0.006,0.218,0.607,0.069,0.5,-0.038,0.5,-0.038,0.573,0.0349999999999999,0.506,-0.032,0.4,-0.138,0.618,0.08,0.523,-0.015,0.578,0.0399999999999999,0.522,-0.016,0.552,0.014,0.4,-0.138,0.6,0.0619999999999999,0.533,-0.005,0.538,0,NA,NA,154,29,29,4.36,584,283,303,255,538,0.258,3.76774193548387,155,24,18,4.34,530.2,256,272,200,535,0.251,3.39871794871795,30,0,3,0,4.37,16,6,5,0,0,1,45.1,43,27,22,3,23,1,22,3,0,1,202,94,4.76,1.456,8.5,0.6,4.6,4.4,0.96,FALSE,2.81875,4.36435088791137,27,8,13,0.381,4.56,31,24,3,1,1,1,142,129,74,72,20,75,2,115,2,2,12,603,111,4.99,1.437,8.2,1.3,4.8,7.3,1.53,FALSE,4.58064516129032,4.45627286095028
"SFG","ARI","Johnny Cueto","Zack Godley","Night","Grass",118,-128,"SFG",-7,FALSE,30,"NL",156,61,95,0.391,-1,3.9,4.8,-0.9,0,-1,"63-93",-2,"8-12","36-42","25-53","12-7","22-22","43-66","18-29","35-52","26-43","4-6","8-12","11-19",38,"21-33","40-62","61-95","0-0","62-94",-0.013,0.282,0.389,-0.002,0.392,0.001,0.4,0.00900000000000001,0.462,0.071,0.321,-0.07,0.632,0.241,0.5,0.109,0.394,0.003,0.383,-0.00800000000000001,0.402,0.011,0.377,-0.014,0.4,0.00900000000000001,0.4,0.00900000000000001,0.367,-0.024,0.391,0,NA,NA,6,"NL",156,90,66,0.577,1,5,4.1,0.9,-0.2,0.7,"92-64",-2,"11-6","50-28","40-38","9-3","28-21","67-49","23-17","39-35","51-31","6-4","12-8","21-9",9,"26-21","64-45","90-66","0-0","94-62",-0.013,0.314,0.553,-0.0239999999999999,0.587,0.01,0.647,0.0700000000000001,0.641,0.0640000000000001,0.513,-0.0639999999999999,0.75,0.173,0.571,-0.00600000000000001,0.578,0.001,0.575,-0.002,0.527,-0.0499999999999999,0.622,0.045,0.6,0.023,0.6,0.023,0.7,0.123,0.577,0,NA,NA,153,21,23,4.38,471,229,247,209,434,0.259,3.01923076923077,154,25,17,3.88,471,203,227,181,465,0.24,3.01923076923077,31,7,8,0.467,4.49,23,23,0,0,0,0,136.1,143,71,68,21,51,2,126,7,1,4,598,94,4.58,1.423,9.4,1.4,3.4,8.3,2.47,FALSE,5.91739130434783,4.452461996337,27,8,8,0.5,3.2,24,24,0,0,0,0,149,116,55,53,13,50,1,158,5,0,12,598,150,3.27,1.114,7,0.8,3,9.5,3.16,FALSE,6.20833333333333,3.41389036251105
